Category,City,Country/Region,Customer Name,Date String,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Selected State,Ship Date,Ship Mode,Size,State,State Name,State Set,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Colorado Springs,United States,Irene Maddox,2019-12-01,Xerox,2019/12/11,CA-2019-104346,80906,Xerox 1932,West,Consumer,伪,2019/12/16,Standard Class,伪,Colorado,Other (median),3,Paper,0.2,28.7064,3,$85
Office Supplies,Denver,United States,Arthur Prichep,2018-08-01,Xerox,2018/8/23,CA-2018-124737,80219,Xerox 1976,West,Consumer,伪,2018/8/27,Standard Class,伪,Colorado,Other (median),3,Paper,0.2,5.4432,3,$16
Office Supplies,Englewood,United States,Chad Sievert,2020-08-01,Wirebound,2020/8/28,US-2020-144211,80112,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",West,Consumer,伪,2020/9/2,Standard Class,伪,Colorado,Other (median),3,Paper,0.2,5.6115,3,$15
Office Supplies,Medford,United States,Jennifer Halladay,2018-02-01,TOPS,2018/2/24,US-2018-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",West,Consumer,伪,2018/3/2,Standard Class,伪,Oregon,Other (median),3,Paper,0.2,7.6869,3,$23
Office Supplies,Tigard,United States,Natalie Webber,2018-11-01,Xerox,2018/11/26,CA-2018-168984,97224,Xerox 2,West,Consumer,伪,2018/12/2,Standard Class,伪,Oregon,Other (median),3,Paper,0.2,5.4432,3,$16
Office Supplies,Denver,United States,Kean Thornton,2018-03-01,Tennsco,2018/3/10,US-2018-140116,80219,Tennsco 6- and 18-Compartment Lockers,West,Consumer,伪,2018/3/17,Standard Class,伪,Colorado,Other (median),3,Storage,0.2,-15.910200000,3,$636
Office Supplies,Louisville,United States,Sung Chung,2021-08-01,Other,2021/8/21,CA-2021-117646,80027,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",West,Consumer,伪,2021/8/25,Standard Class,伪,Colorado,Other (median),3,Storage,0.2,20.7459,3,$237
Office Supplies,Portland,United States,Ruben Dartt,2021-09-01,Other,2021/9/7,CA-2021-124401,97206,Hanging Personal Folder File,West,Consumer,伪,2021/9/12,Standard Class,伪,Oregon,Other (median),3,Storage,0.2,2.355,3,$38
Office Supplies,Salem,United States,Tim Brockman,2018-12-01,Other,2018/12/8,CA-2018-129364,97301,Adjustable Personal File Tote,West,Consumer,伪,2018/12/13,Standard Class,伪,Oregon,Other (median),3,Storage,0.2,2.9304,3,$39
Office Supplies,Phoenix,United States,Emily Burns,2019-05-01,Fellowes,2019/5/23,US-2019-110569,85023,Fellowes Superior 10 Outlet Split Surge Protector,West,Consumer,伪,2019/5/30,Standard Class,伪,Arizona,Other (median),3,Appliances,0.2,13.7016,4,$122
Office Supplies,Redmond,United States,William Brown,2019-08-01,Fellowes,2019/8/10,US-2019-156496,97756,Fellowes 8 Outlet Superior Workstation Surge Protector,West,Consumer,伪,2019/8/16,Standard Class,伪,Oregon,Other (median),3,Appliances,0.2,15.0156,4,$133
Office Supplies,Chandler,United States,Larry Hughes,2021-04-01,Newell,2021/4/25,CA-2021-129707,85224,Newell 318,West,Consumer,伪,2021/4/29,Standard Class,伪,Arizona,Other (median),3,Art,0.2,0.6672,4,$9
Office Supplies,Denver,United States,Kean Thornton,2018-03-01,Boston,2018/3/10,US-2018-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,伪,2018/3/17,Standard Class,伪,Colorado,Other (median),3,Art,0.2,9.356400000,4,$83
Office Supplies,Los Angeles,United States,Clay Ludtke,2020-05-01,Wilson Jones,2020/5/28,CA-2020-134803,90004,"Wilson Jones Hanging View Binder, White, 1""",West,Consumer,伪,2020/6/3,Standard Class,伪,California,Other (median),3,Binders,0.2,7.384,4,$23
Office Supplies,Los Angeles,United States,Kean Takahito,2019-12-01,Avery,2019/12/24,CA-2019-158456,90032,Avery Hole Reinforcements,West,Consumer,伪,2019/12/29,Standard Class,伪,California,Other (median),3,Binders,0.2,7.2268,4,$20
Office Supplies,San Francisco,United States,Brian Dahlen,2018-08-01,Avery,2018/8/15,US-2018-164406,94122,Avery Heavy-Duty EZD  Binder With Locking Rings,West,Consumer,伪,2018/8/19,Standard Class,伪,California,Other (median),3,Binders,0.2,6.2496,4,$18
Office Supplies,San Francisco,United States,Brian Thompson,2020-04-01,GBC,2020/4/10,CA-2020-123358,94122,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",West,Consumer,伪,2020/4/17,Standard Class,伪,California,Other (median),3,Binders,0.2,15.6104,4,$48
Office Supplies,San Francisco,United States,Tony Sayre,2021-11-01,Avery,2021/11/7,CA-2021-152737,94122,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,Consumer,伪,2021/11/12,Standard Class,伪,California,Other (median),3,Binders,0.2,7.6272,4,$22
Office Supplies,Las Vegas,United States,Natalie Webber,2019-11-01,Other,2019/11/21,CA-2019-115511,89115,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",West,Consumer,伪,2019/11/25,Standard Class,伪,Nevada,Nevada,2,Binders,0.2,23.1168,4,$66
Office Supplies,Logan,United States,Jason Fortune-,2018-03-01,GBC,2018/3/14,CA-2018-114510,84321,GBC Wire Binding Combs,West,Consumer,伪,2018/3/19,Standard Class,伪,Utah,Utah,2,Binders,0.2,11.1672,4,$33
Office Supplies,Seattle,United States,Sarah Foster,2020-09-01,GBC,2020/9/12,CA-2020-128811,98103,GBC Instant Report Kit,West,Consumer,伪,2020/9/16,Standard Class,伪,Washington,Other (median),3,Binders,0.2,7.764,4,$21
Office Supplies,Seattle,United States,Magdelene Morse,2018-05-01,Other,2018/5/28,CA-2018-108861,98105,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",West,Consumer,伪,2018/6/1,Standard Class,伪,Washington,Other (median),3,Binders,0.2,51.36,4,$137
Office Supplies,Seattle,United States,Neoma Murray,2020-08-01,Acco,2020/8/17,US-2020-157308,98105,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",West,Consumer,伪,2020/8/21,Standard Class,伪,Washington,Other (median),3,Binders,0.2,5.6956,4,$16
Office Supplies,Seattle,United States,Clay Ludtke,2018-07-01,Other,2018/7/12,CA-2018-131310,98115,Self-Adhesive Ring Binder Labels,West,Consumer,伪,2018/7/18,Standard Class,伪,Washington,Other (median),3,Binders,0.2,3.8016,4,$11
Office Supplies,Tucson,United States,Doug Bickford,2021-05-01,Xerox,2021/5/6,CA-2021-145779,85705,Xerox 1883,West,Consumer,伪,2021/5/10,Standard Class,伪,Arizona,Other (median),3,Paper,0.2,27.4352,4,$84
Office Supplies,Medford,United States,Jennifer Halladay,2018-02-01,Message Book,2018/2/24,US-2018-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",West,Consumer,伪,2018/3/2,Standard Class,伪,Oregon,Other (median),3,Paper,0.2,11.1024,4,$33
Office Supplies,Phoenix,United States,Chris McAfee,2020-11-01,Eldon,2020/11/27,US-2020-114230,85023,Eldon Simplefile Box Office,West,Consumer,伪,2020/12/1,Standard Class,伪,Arizona,Other (median),3,Storage,0.2,3.9808,4,$40
Office Supplies,Colorado Springs,United States,Irene Maddox,2019-12-01,Newell,2019/12/11,CA-2019-104346,80906,Newell 313,West,Consumer,伪,2019/12/16,Standard Class,伪,Colorado,Other (median),3,Art,0.2,1.148,5,$13
Office Supplies,Anaheim,United States,Alan Hwang,2021-03-01,Other,2021/3/8,CA-2021-104080,92804,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",West,Consumer,伪,2021/3/15,Standard Class,伪,California,Other (median),3,Binders,0.2,64.2,5,$171
Office Supplies,Los Angeles,United States,Allen Armold,2018-04-01,ACCOHIDE,2018/4/21,CA-2018-158064,90008,ACCOHIDE Binder by Acco,West,Consumer,伪,2018/4/25,Standard Class,伪,California,Other (median),3,Binders,0.2,5.5755,5,$17
Office Supplies,Los Angeles,United States,Karl Braun,2021-03-01,DXL,2021/3/9,CA-2021-147354,90008,DXL Angle-View Binders with Locking Rings by Samsill,West,Consumer,伪,2021/3/13,Standard Class,伪,California,Other (median),3,Binders,0.2,9.6375,5,$31
Office Supplies,Los Angeles,United States,Guy Armstrong,2021-11-01,Ibico,2021/11/11,CA-2021-110842,90036,Ibico Plastic Spiral Binding Combs,West,Consumer,伪,2021/11/16,Standard Class,伪,California,Other (median),3,Binders,0.2,39.52,5,$122
Office Supplies,Los Angeles,United States,Cassandra Brandow,2019-08-01,GBC,2019/8/28,CA-2019-121188,90049,GBC Wire Binding Combs,West,Consumer,伪,2019/9/4,Standard Class,伪,California,Other (median),3,Binders,0.2,13.959,5,$41
Office Supplies,Los Angeles,United States,Janet Lee,2021-09-01,Acco,2021/9/2,US-2021-163657,90049,Acco Translucent Poly Ring Binders,West,Consumer,伪,2021/9/6,Standard Class,伪,California,Other (median),3,Binders,0.2,6.552,5,$19
Office Supplies,San Francisco,United States,Andy Reiter,2020-09-01,Avery,2020/9/29,CA-2020-138037,94109,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,Consumer,伪,2020/10/3,Standard Class,伪,California,Other (median),3,Binders,0.2,9.534,5,$27
Office Supplies,San Jose,United States,Sue Ann Reed,2021-05-01,GBC,2021/5/19,US-2021-147998,95123,GBC Twin Loop Wire Binding Elements,West,Consumer,伪,2021/5/24,Standard Class,伪,California,Other (median),3,Binders,0.2,49.92,5,$133
Office Supplies,West Jordan,United States,Sanjit Chand,2019-11-01,Other,2019/11/8,CA-2019-123568,84084,Deluxe Heavy-Duty Vinyl Round Ring Binder,West,Consumer,伪,2019/11/14,Standard Class,伪,Utah,Utah,2,Binders,0.2,28.65,5,$92
Office Supplies,Redmond,United States,Sung Shariari,2021-09-01,Avery,2021/9/1,CA-2021-107909,98052,Avery Metallic Poly Binders,West,Consumer,伪,2021/9/6,Standard Class,伪,Washington,Other (median),3,Binders,0.2,8.022,5,$23
Office Supplies,Renton,United States,Chloris Kastensmidt,2021-11-01,Other,2021/11/21,CA-2021-110443,98059,Vinyl Sectional Post Binders,West,Consumer,伪,2021/11/25,Standard Class,伪,Washington,Other (median),3,Binders,0.2,56.55,5,$151
Office Supplies,Seattle,United States,Bradley Nguyen,2018-09-01,GBC,2018/9/17,CA-2018-103940,98103,GBC Prestige Therm-A-Bind Covers,West,Consumer,伪,2018/9/21,Standard Class,伪,Washington,Other (median),3,Binders,0.2,46.3185,5,$137
Office Supplies,Salem,United States,Tim Brockman,2018-12-01,Avery,2018/12/8,CA-2018-129364,97301,Avery 492,West,Consumer,伪,2018/12/13,Standard Class,伪,Oregon,Other (median),3,Labels,0.2,3.744,5,$12
Office Supplies,Tucson,United States,Gary Hwang,2019-12-01,Xerox,2019/12/6,CA-2019-144806,85705,Xerox 1970,West,Consumer,伪,2019/12/11,Standard Class,伪,Arizona,Other (median),3,Paper,0.2,6.723,5,$20
Office Supplies,Springfield,United States,Joseph Airdo,2018-09-01,Other,2018/9/17,CA-2018-131947,97477,Riverleaf Stik-Withit Designer Note Cubes,West,Consumer,伪,2018/9/22,Standard Class,伪,Oregon,Other (median),3,Paper,0.2,13.078,5,$40
Office Supplies,Phoenix,United States,Philip Brown,2018-07-01,Eldon,2018/7/14,US-2018-150532,85023,Eldon Fold 'N Roll Cart System,West,Consumer,伪,2018/7/21,Standard Class,伪,Arizona,Other (median),3,Storage,0.2,6.291,5,$56
Office Supplies,Portland,United States,Natalie DeCherney,2018-11-01,Carina,2018/11/1,CA-2018-148915,97206,"Carina Mini System Audio Rack, Model AR050B",West,Consumer,伪,2018/11/5,Standard Class,伪,Oregon,Other (median),3,Storage,0.2,-94.333,5,$444
Office Supplies,Tigard,United States,Natalie Webber,2018-11-01,Office Impressions,2018/11/26,CA-2018-168984,97224,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,West,Consumer,伪,2018/12/2,Standard Class,伪,Oregon,Other (median),3,Storage,0.2,-167.27,5,$669
Office Supplies,Salem,United States,Tim Brockman,2018-12-01,Acco,2018/12/8,CA-2018-129364,97301,Acco Side-Punched Conventional Columnar Pads,West,Consumer,伪,2018/12/13,Standard Class,伪,Oregon,Other (median),3,Supplies,0.2,-2.6025,5,$14
Office Supplies,Tucson,United States,Gary Hwang,2019-12-01,Boston,2019/12/6,CA-2019-144806,85705,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,Consumer,伪,2019/12/11,Standard Class,伪,Arizona,Other (median),3,Art,0.2,9.709200000,6,$86
Office Supplies,San Diego,United States,Arthur Gainer,2019-09-01,DXL,2019/9/5,CA-2019-130785,92105,"DXL Angle-View Binders with Locking Rings, Black",West,Consumer,伪,2019/9/9,Standard Class,伪,California,Other (median),3,Binders,0.2,9.7038,6,$29
Office Supplies,San Francisco,United States,Bruce Stewart,2021-09-01,Acco,2021/9/23,CA-2021-123778,94122,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",West,Consumer,伪,2021/9/30,Standard Class,伪,California,Other (median),3,Binders,0.2,9.0384,6,$26
Office Supplies,Bellevue,United States,Alan Barnes,2021-12-01,Other,2021/12/5,CA-2021-131212,98006,Zipper Ring Binder Pockets,West,Consumer,伪,2021/12/9,Standard Class,伪,Washington,Other (median),3,Binders,0.2,5.4288,6,$15
Office Supplies,Seattle,United States,Dana Kaydos,2021-08-01,Avery,2021/8/12,CA-2021-152310,98103,Avery Legal 4-Ring Binder,West,Consumer,伪,2021/8/19,Standard Class,伪,Washington,Other (median),3,Binders,0.2,37.764,6,$101
Office Supplies,Denver,United States,Arthur Prichep,2018-08-01,Xerox,2018/8/23,CA-2018-124737,80219,Xerox 1931,West,Consumer,伪,2018/8/27,Standard Class,伪,Colorado,Other (median),3,Paper,0.2,10.8864,6,$31
Office Supplies,Springfield,United States,Joseph Airdo,2018-09-01,Xerox,2018/9/17,CA-2018-131947,97477,Xerox 1960,West,Consumer,伪,2018/9/22,Standard Class,伪,Oregon,Other (median),3,Paper,0.2,46.47,6,$149
Office Supplies,Tucson,United States,Gary Hwang,2019-12-01,Belkin,2019/12/6,CA-2019-144806,85705,"Belkin 19"" Vented Equipment Shelf, Black",West,Consumer,伪,2019/12/11,Standard Class,伪,Arizona,Other (median),3,Storage,0.2,-58.6872,6,$247
Office Supplies,Springfield,United States,Juliana Krohn,2021-10-01,Acme,2021/10/2,CA-2021-141117,97477,Acme Softgrip Scissors,West,Consumer,伪,2021/10/8,Standard Class,伪,Oregon,Other (median),3,Supplies,0.2,4.3956,6,$39
Office Supplies,Springfield,United States,Juliana Krohn,2021-10-01,Berol,2021/10/2,CA-2021-141117,97477,Berol Giant Pencil Sharpener,West,Consumer,伪,2021/10/8,Standard Class,伪,Oregon,Other (median),3,Art,0.2,10.7037,7,$95
Office Supplies,Springfield,United States,Sanjit Engle,2018-11-01,Dixon,2018/11/25,US-2018-107993,97477,Dixon Ticonderoga Core-Lock Colored Pencils,West,Consumer,伪,2018/11/30,Standard Class,伪,Oregon,Other (median),3,Art,0.2,8.2901,7,$51
Office Supplies,Los Angeles,United States,Bill Donatelli,2021-11-01,Other,2021/11/27,CA-2021-107125,90045,Premium Transparent Presentation Covers by GBC,West,Consumer,伪,2021/12/2,Standard Class,伪,California,Other (median),3,Binders,0.2,41.1208,7,$117
Office Supplies,Los Angeles,United States,Erica Smith,2021-09-01,GBC,2021/9/15,US-2021-163300,90049,GBC DocuBind 200 Manual Binding Machine,West,Consumer,伪,2021/9/21,Standard Class,伪,California,Other (median),3,Binders,0.2,884.058,7,"$2,357"
Office Supplies,San Clemente,United States,Art Ferguson,2020-04-01,Other,2020/4/23,CA-2020-126270,92672,Recycled Pressboard Report Cover with Reinforced Top Hinge,West,Consumer,伪,2020/4/27,Standard Class,伪,California,Other (median),3,Binders,0.2,6.5569,7,$18
Office Supplies,San Diego,United States,Liz Thompson,2019-11-01,GBC,2019/11/2,CA-2019-168207,92105,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,Consumer,伪,2019/11/6,Standard Class,伪,California,Other (median),3,Binders,0.2,41.1208,7,$117
Office Supplies,San Francisco,United States,Lena Hernandez,2018-11-01,Wilson Jones,2018/11/7,CA-2018-123323,94110,Wilson Jones Legal Size Ring Binders,West,Consumer,伪,2018/11/12,Standard Class,伪,California,Other (median),3,Binders,0.2,46.179,7,$123
Office Supplies,Clovis,United States,Tony Sayre,2021-09-01,Wilson Jones,2021/9/18,CA-2021-166856,88101,Wilson Jones Easy Flow II Sheet Lifters,West,Consumer,伪,2021/9/22,Standard Class,伪,New Mexico,Other (median),3,Binders,0.2,3.528,7,$10
Office Supplies,Seattle,United States,Joseph Holt,2018-08-01,Ibico,2018/8/9,CA-2018-169726,98103,Ibico Ibimaster 300 Manual Binding System,West,Consumer,伪,2018/8/13,Standard Class,伪,Washington,Other (median),3,Binders,0.2,643.9825,7,"$2,061"
Office Supplies,Seattle,United States,Doug Bickford,2018-09-01,DXL,2018/9/30,CA-2018-137351,98105,DXL Angle-View Binders with Locking Rings by Samsill,West,Consumer,伪,2018/10/4,Standard Class,伪,Washington,Other (median),3,Binders,0.2,13.4925,7,$43
Office Supplies,Seattle,United States,Greg Tran,2020-12-01,Ibico,2020/12/6,US-2020-169040,98105,Ibico Plastic and Wire Spiral Binding Combs,West,Consumer,伪,2020/12/12,Standard Class,伪,Washington,Other (median),3,Binders,0.2,15.3426,7,$47
Office Supplies,Seattle,United States,Rob Beeghly,2020-09-01,Cardinal,2020/9/15,US-2020-128678,98105,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Consumer,伪,2020/9/20,Standard Class,伪,Washington,Other (median),3,Binders,0.2,15.8158,7,$49
Office Supplies,Gresham,United States,Clay Ludtke,2018-09-01,Peel & Seel,2018/9/10,CA-2018-125731,97030,Peel & Seel Envelopes,West,Consumer,伪,2018/9/16,Standard Class,伪,Oregon,Other (median),3,Envelopes,0.2,7.6048,7,$22
Office Supplies,Salem,United States,Tim Brockman,2018-12-01,Avery,2018/12/8,CA-2018-129364,97301,Avery 499,West,Consumer,伪,2018/12/13,Standard Class,伪,Oregon,Other (median),3,Labels,0.2,9.0636,7,$28
Office Supplies,Peoria,United States,Steven Cartwright,2019-08-01,Xerox,2019/8/17,CA-2019-119627,85345,Xerox 21,West,Consumer,伪,2019/8/23,Standard Class,伪,Arizona,Other (median),3,Paper,0.2,12.7008,7,$36
Office Supplies,Phoenix,United States,Maribeth Schnelling,2019-12-01,Other,2019/12/24,CA-2019-120103,85023,Computer Printout Paper with Letter-Trim Perforations,West,Consumer,伪,2019/12/29,Standard Class,伪,Arizona,Other (median),3,Paper,0.2,37.1812,7,$106
Office Supplies,Broomfield,United States,Joe Elijah,2020-07-01,Other,2020/7/8,CA-2020-112109,80020,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",West,Consumer,伪,2020/7/12,Standard Class,伪,Colorado,Other (median),3,Storage,0.2,-1.255800000,7,$33
Office Supplies,Avondale,United States,Philip Brown,2018-11-01,Acme,2018/11/30,CA-2018-146843,85323,Acme Office Executive Series Stainless Steel Trimmers,West,Consumer,伪,2018/12/6,Standard Class,伪,Arizona,Other (median),3,Supplies,0.2,3.5994,7,$48
Office Supplies,Los Angeles,United States,Toby Swindell,2019-11-01,Avery,2019/11/24,CA-2019-153416,90036,Avery Premier Heavy-Duty Binder with Round Locking Rings,West,Consumer,伪,2019/11/29,Standard Class,伪,California,Other (median),3,Binders,0.2,29.7024,8,$91
Office Supplies,San Francisco,United States,Vivek Gonzalez,2021-01-01,Other,2021/1/29,CA-2021-139304,94109,Clear Mylar Reinforcing Strips,West,Consumer,伪,2021/2/2,Standard Class,伪,California,Other (median),3,Binders,0.2,40.3704,8,$120
Office Supplies,San Francisco,United States,Christopher Martinez,2021-01-01,GBC,2021/1/3,CA-2021-111738,94110,GBC ProClick 150 Presentation Binding System,West,Consumer,伪,2021/1/7,Standard Class,伪,California,Other (median),3,Binders,0.2,682.5168,8,"$2,022"
Office Supplies,Phoenix,United States,John Murray,2019-08-01,Xerox,2019/8/16,US-2019-128090,85023,Xerox 1891,West,Consumer,伪,2019/8/22,Standard Class,伪,Arizona,Other (median),3,Paper,0.2,105.6456,8,$313
Office Supplies,Tucson,United States,Gary Hwang,2019-12-01,Xerox,2019/12/6,CA-2019-144806,85705,Xerox 1960,West,Consumer,伪,2019/12/11,Standard Class,伪,Arizona,Other (median),3,Paper,0.2,61.96,8,$198
Office Supplies,Los Angeles,United States,Carol Triggs,2021-06-01,Other,2021/6/29,CA-2021-137085,90004,Satellite Sectional Post Binders,West,Consumer,伪,2021/7/6,Standard Class,伪,California,Other (median),3,Binders,0.2,101.5794,9,$313
Office Supplies,Denver,United States,Arthur Prichep,2018-08-01,Xerox,2018/8/23,CA-2018-124737,80219,Xerox 1988,West,Consumer,伪,2018/8/27,Standard Class,伪,Colorado,Other (median),3,Paper,0.2,69.705,9,$223
Office Supplies,San Francisco,United States,Liz Pelletier,2020-11-01,Avery,2020/11/11,CA-2020-116722,94110,Avery Poly Binder Pockets,West,Consumer,伪,2020/11/16,Standard Class,伪,California,Other (median),3,Binders,0.2,11.0264,11,$32
Office Supplies,Las Vegas,United States,Anne McFarland,2019-09-01,Wilson Jones,2019/9/20,CA-2019-151470,89115,Wilson Jones Impact Binders,West,Consumer,伪,2019/9/26,Standard Class,伪,Nevada,Nevada,2,Binders,0.2,16.5242,11,$46
Office Supplies,Seattle,United States,Ted Trevino,2021-11-01,GBC,2021/11/13,CA-2021-122490,98103,GBC DocuBind P50 Personal Binding Machine,West,Consumer,伪,2021/11/18,Standard Class,伪,Washington,Other (median),3,Binders,0.2,190.0206,11,$563
Office Supplies,Los Angeles,United States,Xylona Preis,2020-11-01,Avery,2020/11/3,CA-2020-109365,90049,"Avery Durable Plastic 1"" Binders",West,Consumer,伪,2020/11/8,Standard Class,伪,California,Other (median),3,Binders,0.2,15.7992,12,$44
Office Supplies,Pueblo,United States,Justin Hirsh,2019-05-01,Kensington,2019/5/25,CA-2019-138898,81001,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,Consumer,伪,2019/5/29,Standard Class,伪,Colorado,Other (median),3,Appliances,0.2,84.572800000,13,$846
Office Supplies,San Francisco,United States,Maribeth Schnelling,2021-04-01,Fellowes,2021/4/1,CA-2021-147942,94110,Fellowes Binding Cases,West,Consumer,伪,2021/4/5,Standard Class,伪,California,Other (median),3,Binders,0.2,38.025,13,$122
Office Supplies,Seattle,United States,Sanjit Engle,2020-06-01,Wilson Jones,2020/6/11,CA-2020-142405,98103,Wilson Jones Turn Tabs Binder Tool for Ring Binders,West,Consumer,伪,2020/6/15,Standard Class,伪,Washington,Other (median),3,Binders,0.2,17.5448,14,$54
Office Supplies,Glendale,United States,Natalie DeCherney,2021-10-01,Other,2021/10/21,US-2021-117331,85301,Lock-Up Easel 'Spel-Binder',West,Consumer,伪,2021/10/28,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-6.5619,1,$9
Office Supplies,Glendale,United States,Frank Olsen,2021-06-01,GBC,2021/6/8,US-2021-107979,85301,GBC VeloBinder Electric Binding Machine,West,Consumer,伪,2021/6/13,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-48.392,2,$73
Office Supplies,Aurora,United States,Zuschuss Carroll,2019-09-01,Wilson Jones,2019/9/28,CA-2019-106978,80013,Wilson Jones Easy Flow II Sheet Lifters,West,Consumer,伪,2019/10/4,Standard Class,伪,Colorado,Other (median),3,Binders,0.7,-0.792,2,$1
Office Supplies,Broomfield,United States,Joe Elijah,2020-07-01,GBC,2020/7/8,CA-2020-112109,80020,GBC Twin Loop Wire Binding Elements,West,Consumer,伪,2020/7/12,Standard Class,伪,Colorado,Other (median),3,Binders,0.7,-13.312,2,$20
Office Supplies,Phoenix,United States,Adrian Barton,2021-09-01,Other,2021/9/19,CA-2021-153822,85023,Plastic Binding Combs,West,Consumer,伪,2021/9/25,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-13.938,4,$18
Office Supplies,Phoenix,United States,Maris LaWare,2021-07-01,Acco,2021/7/18,US-2021-142573,85023,Acco Expandable Hanging Binders,West,Consumer,伪,2021/7/23,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-6.1248,4,$8
Office Supplies,Broomfield,United States,Joe Elijah,2020-07-01,Wilson Jones,2020/7/8,CA-2020-112109,80020,Wilson Jones Active Use Binders,West,Consumer,伪,2020/7/12,Standard Class,伪,Colorado,Other (median),3,Binders,0.7,-6.1152,4,$9
Office Supplies,Salem,United States,Tim Brockman,2018-12-01,Acco,2018/12/8,CA-2018-129364,97301,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",West,Consumer,伪,2018/12/13,Standard Class,伪,Oregon,Other (median),3,Binders,0.7,-4.5192,4,$6
Office Supplies,Mesa,United States,Maurice Satty,2020-11-01,Avery,2020/11/12,CA-2020-134348,85204,Avery Durable Slant Ring Binders With Label Holder,West,Consumer,伪,2020/11/19,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-4.598,5,$6
Office Supplies,Phoenix,United States,Roger Demir,2018-08-01,Avery,2018/8/9,CA-2018-161249,85023,Avery Hole Reinforcements,West,Consumer,伪,2018/8/13,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-6.5415,5,$9
Office Supplies,Phoenix,United States,Resi Pölking,2018-12-01,GBC,2018/12/27,CA-2018-148383,85023,GBC DocuBind 300 Electric Binding Machine,West,Consumer,伪,2018/12/31,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-694.2936,6,$947
Office Supplies,Mesa,United States,Maurice Satty,2020-11-01,Other,2020/11/12,CA-2020-134348,85204,Round Ring Binders,West,Consumer,伪,2020/11/19,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-3.3488,7,$4
Office Supplies,Phoenix,United States,Emily Burns,2019-05-01,Cardinal,2019/5/23,US-2019-110569,85023,Cardinal EasyOpen D-Ring Binders,West,Consumer,伪,2019/5/30,Standard Class,伪,Arizona,Other (median),3,Binders,0.7,-12.796,7,$19
Office Supplies,Springfield,United States,Juliana Krohn,2021-10-01,GBC,2021/10/2,CA-2021-141117,97477,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",West,Consumer,伪,2021/10/8,Standard Class,伪,Oregon,Other (median),3,Binders,0.7,-16.6012,7,$23
Office Supplies,Gresham,United States,Sheri Gordon,2020-08-01,GBC,2020/8/22,CA-2020-130484,97030,GBC Imprintable Covers,West,Consumer,伪,2020/8/27,Standard Class,伪,Oregon,Other (median),3,Binders,0.7,-18.4464,8,$26
Office Supplies,Redmond,United States,Sue Ann Reed,2020-12-01,Avery,2020/12/22,CA-2020-167507,97756,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",West,Consumer,伪,2020/12/28,Standard Class,伪,Oregon,Other (median),3,Binders,0.7,-25.056,10,$31
Technology,Detroit,United States,Theone Pippenger,2021-12-01,Logitech,2021/12/22,CA-2021-120376,48227,Logitech Gaming G510s - Keyboard,Central,Consumer,伪,2021/12/25,First Class,伪,Michigan,Other (median),3,Accessories,0,30.5964,1,$85
Technology,Detroit,United States,Cynthia Arntzen,2019-12-01,Other,2019/12/11,CA-2019-135853,48205,BlackBerry Q10,Central,Consumer,伪,2019/12/14,First Class,伪,Michigan,Other (median),3,Phones,0,31.4975,1,$126
Technology,La Porte,United States,Chris Cortes,2020-10-01,Plantronics,2020/10/1,CA-2020-155992,46350,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Consumer,伪,2020/10/2,First Class,伪,Indiana,Other (median),3,Phones,0,18.873,2,$70
